id	jurisdiction	name	type	target	announcement_date	effective_date	enforcement_date	removal_date	removal_method	removal_details	booster_id	duration_days	compliance	exemptions	executive_orders	enforcement_measures	authority	communications	vaccine_eligibility_info	vaccine_availability_info	ATAGI	uptake	popu_info	notes	source	ref_code	ref_no
90	NSW	Public Health (COVID-19 Vaccination of Health Care Workers) Order	Employment	Stage 2 health care workers\nsee details in additional notes		2021-12-23	2022-01-31	2024-05-16	19/06/2022 - Public Health (COVID-19 Vaccination of Health Care Workers) Order 2022 expired\nMay-2024: COVID-19 vaccination changed from required to strongly recommended for all NSW Health workers.	"29/09/21: order amended to exclude certain health care workers who are remotely providing non-health services\n23/12/21: repealed by Public Health (COVID-19 Vaccination of Health Care Workers) Order (No 3) 2021 to add stage 2 HCW mandates\n19/06/2022: Public Health (COVID-19 Vaccination of Health Care Workers) Order 2022 expired. Instead the mandate was added to the ""Occupational Assessment, Screening and Vaccination Against Specified Infectious Diseases"" Policy\nMay-2024: COVID-19 vaccination changed from required to strongly recommended for all NSW Health workers."		875	First dose by 31/01/22\nSecond dose by 28/02/22	do not apply to—\n(a) a health practitioner who does work as a health care worker in response to a medical emergency, or\n(b) another person who does work as a health care worker in response to a non-medical emergency, for example, a fire, flooding or a gas leak.\ndoes not apply to a health care worker who—\n(a) is unable, due to a medical contraindication, to receive a COVID-19 vaccine, and\n(b) presents a medical contraindication certificate for the worker to a responsible person for the worker.\n29/09/21 order amended to exclude certain health care workers who are remotely providing non-health services	Public Health (COVID-19 Vaccination of Health Care Workers) Order (No 3) 2021\nOccupational Assessment, Screening and Vaccination Against Specified Infectious Diseases	Section 10 of the Public Health Act 2010 creates an offence if an individual fails to comply with a direction with a maximum penalty of imprisonment for 6 months or a fine of up to $11,000 (or both) plus a further $5,500 fine each day the offence continues. Corporations that fail to comply with a direction are liable to a fine of $55,000 and $27,500 each day the offence continues. The Public Health Regulation 2012 also enables authorised officers to issue penalty notices for offences against clause 6 by individuals for an amount of $4,000 and $1,000 in other cases.	Minister for Health and Medical Research	NSW Government Gazette: the official notification of the making of statutory instruments						Stage 2 HCW include: a person employed in a Public Service executive agency related to the Ministry of Health,\n(b) a person employed in the Health Care Complaints Commission Staff Agency,\n(c) a person appointed by the Governor or the Minister to an office\n(d) a health practitioner\n(e) a person providing a health service	Public Health Order\nOccupational Assessment, Screening and Vaccination Against Specified Infectious Diseases Policy	NSWEHCWT2V1	
91	NSW	NEED UPDATE!!!	Employment	NSW police force	2021-09-07		2021-09-30	2026-07-28	Updated the vaccination policy and made a website and facebook announcement			1785	First dose by 30/09/21\nSecond dose by 30/11/21\nMust provide evidence of vaccination	Exemptions to this requirement will include:\nNSW Police Force members who are unable, due to a medical contraindication to receive a COVID-19 vaccine and present a medical contraindication certificate.\nAny other NSW Police Force member as I determine appropriate, subject to consideration of their specific circumstances.\nA total of 47 NSW Police Force staff have been granted a COVID 19 vaccine exemption as of 07.04.2022			Commissioner of Police					By  7/09/21, Deputy Commissioner Webb said more than 17,000 police employees had already been fully or partially vaccinated.		Need to follow this up - believed to be occ health and safety requirement. Need sources included here. May be police did their own - to follow up. The Delta order may have applied at certain times (limited ability to go to work  but this is a separate entry)	NSWPF COVID-19 Vaccination Frequently Asked Questions V.16	NSWEPLF0000	
92	NSW	SS 7.1.9 COVID-19 Vaccination	Employment	All NSW Rural Fire Service staff, volunteers and external labour (contractors) located at NSW RFS sites and working in close\nproximity to members.	2022-02-14	2022-06-24	2022-06-30	2023-10-06		06/10/23 State Secretary announced that FRNSW have confirmed that they will be formally moving from the Covid-19 Vaccination Policy to the Vaccination and Screening Requirements Policy, which will no longer mandate any vaccine for employees outside of CFR and USAR		599	at least two doses of a COVID-19 vaccine approved by the\nTherapeutic Goods Administration for use in Australia.\nMembers are required to report their vaccination status and ensure it is recorded in their membership record. (For more details check the document NSW RFS COVID-19 RISK MANAGEMENT:\nVACCINATION AND STATUS REPORTING)	The RFS will continue to consider and apply exemptions to mandatory vaccination in accordance with our existing policy position, as follows:\n\nMedical exemption – a temporary exemption may be available for members who are unable to be vaccinated due to medical contraindication(s).\nJunior member exemption – Junior volunteer members are not required to be vaccinated against COVID-19, but are strongly encouraged to follow ATAGI recommendations.\nBrigade exemption – Districts continue to work with the 424 brigades who told us they were not supportive of mandatory vaccination as it would significantly impact their ability to provide fire and emergency service to their communities. Exemptions will be considered and determined for these brigades by no later than 30 June 2022.	Service Standard 7.1.9 COVID-19 Vaccination advised by the NSW Work Health and Safety Act 2001	Where a staff member is found to be not complying with COVID-19 vaccination requirements in\nthis policy, the staff member will be instructed to take leave immediately. Staff may access\naccrued recreation leave, extended leave, agreed absences (if eligible), and leave without pay, or\na combination of these types of leave for this purpose, but may not access sick leave or special\nleave provisions.\n5.2 If a medical exemption is accepted, an individual risk assessment will be performed to determine\nif the staff member can continue in employment with additional control measures in place. Where\na workplace adjustment is required and cannot be made, consideration may be given to whether\nthe person can continue in employment.\n5.3 If no exemption is granted it may be determined that the staff member has refused to comply with\na reasonable direction of the NSW RFS. Failure to comply with this reasonable direction may be\ndeemed a breach of the Service Standard 1.1.7 NSW RFS Code of Conduct and Ethics, may\nresult in misconduct action being undertaken in accordance with Section 69 of the Government\nSector Employment Act 2013, and may lead to termination of employment.	NSW Rural Fire Service Executive Director People and Strategy	14/02/22: Released a document titled COVID-19 Vaccination Information for Volunteer Members which informed members that they were going to make vaccinations madatory by June 30\n27/05/22: Message from the Commissioner formally announcing the mandate						last remaining emergency service that mandated vaccinations for its volunteers	NSW RFS Service Standard document		
93	NSW	NEED UPDATE!!!	Employment	NSW Fire and Rescue\nAll new and existing firefighters, operational support personnel, administrative trades personnel, and contractors, consultants, vendors and visitors who enter and/or work in FRNSW premises, locations or worksite	2021-10-11	2021-12-03	2021-12-17	2023-10-06		06/10/23 State Secretary announced that FRNSW have confirmed that they will be formally moving from the Covid-19 Vaccination Policy to the Vaccination and Screening Requirements Policy, which will no longer mandate any vaccine for employees outside of CFR and USAR		725	To be fully vaccinated against COVID-19 by 17/12/21, including consideration of approved additional/booster vaccinations in the future.\nThere is also a requirement to provide evidence of their vaccination status	An exemption to the requirements in 5.1 of the policy may be available for workers who are unable to be vaccinated due to a medical contraindication to the any (sic) TGA approved and available COVID-19 vaccines. A medical contraindication temporarily or permanently prevents people from receiving a vaccine, as it may increase their chances of a serious adverse event. Vaccination against COVID 19 does not constitute a reasonably practicable risk control for these individuals. If a FRNSW worker with a COVID-19 Vaccine Medical Contraindication Certificate is unable to work safely in FRNSW premises, and is unable to work remotely, consideration will be given to identifying reasonable workplace adjustments.\n\nHealth and Safety Branch must be involved in determining any reasonable workplace adjustments and/or controls required, while also considering any potential impacts on the worker’s fitness for duty and any subsequent decision-making.\n\nA FRNSW worker who has a temporary contraindication to the COVID-19 vaccine must obtain their vaccination within 45 days after the contraindication no longer applies.		If a FRNSW worker is unwilling to provide evidence of their COVID-19 vaccination status, or a COVID-19 Vaccine Medical Contraindication Certificate, FRNSW can direct the worker to provide evidence of their COVID -19 vaccination status and to not attend FRNSW premises, locations or worksites, and not to engage in FRNSW duties until evidence of vaccination is provided and policy requirements are adhered to.	Commissioner of Fire and Rescue NSW	employees were first notified of the decision to introduce the Vaccination Mandate on 11 October 2021 via an email sent by Commissioner Baxter to all FRNSW staff\non 17 September 2021, Commissioner Baxter announced by way of a video sent to all staff via email that FRNSW was considering mandating COVID-19 vaccination. The email contained a link to an online survey to allow FRNSW staff to provide feedback				February 2021 FRNSW workers were given priority access to COVID-19 vaccines under the Australian Government’s COVID-19 vaccine national roll -out strategy			Fire Brigade Employees’ Union of New South Wales v Industrial Relations Secretary of NSW on behalf of Fire and Rescue NSW (COVID-19 Vaccination Dispute) [2023] NSWIRComm 1004		
94	NSW	Department of Communities and Justice (DCJ) COVID-19 Vaccination Policy	Employment	Corrective Services NSW staff working outside their LGAs		2021-09-08	2021-09-09	2022-05-19	COVID-19 management and\nvaccination policy for DCJ service\nproviders updated			253	From 09/09/21 authorised workers from declared LGAs who are working outside their LGA are required to have had their first COVID- 19 vaccine, or evidence of a booking for vaccination before 19/09/21	Possess a medical exemption  certificate issued by a medical practitioner in a form approved by the NSW Chief Health Officer.	Commissioner’s Instruction No. 44/2021	Local management are responsible for compliance and need to ensure any person attending a CSNSW workplace have met the relevant testing and vaccination requirement and provided evidence of a test and/or vaccine/medical contraction certificate before entering the workplace.	Corrective Services Commissioner								Corrective Services Commissioner's Instructions	NSWECRFT100	
95	NSW	Department of Communities and Justice (DCJ) COVID-19 Vaccination Policy	Employment	Corrective Services NSW employees, contractors and consultants working a frontline workplace\nthis includes Correctional Centres, Community Corrections facilities and Courts,		2021-10-20	2021-10-25	2022-05-19	COVID-19 management and\nvaccination policy for DCJ service\nproviders updated			211	Dose 1 by 25 October 2021\n• Dose 2 by 17 January 2022 for all DCJ staff.\nStaff must submit their COVID-19 vaccination status and evidence via the ServiceNow / Justice Self Service Portal.	For staff who must have their first vaccination by 25 October 2021, and are legitimately unable to obtain a vaccination appointment to meet the 25 October 2021 deadline, then a later first dose date of 8 November 2021 may apply subject to appropriate evidence and approval from your manager prior to 25 October 2021.\nThe process to apply for an exceptional circumstance is, the:\n1. Employee must complete an Exceptional Circumstances Form and submit it to their Manager / Supervisor or Manager / Supervisor one-up 2. Manager / Supervisor or Manager / Supervisor one up must send the form to their People (HR) Business partner who will refer it to the COVID-19 Exception Circumstances Review Panel\n3. The review panel, led by the People Branch, and consisting of a People Director, People Business Partner and Executive from the employee’s division, will review the submission in partnership with any other relevant subject matter experts and determine the outcome\n4. The outcome will be communicated to the Manager/Supervisor for further discussion and action with the employee.	CSNSW\nCommissioner’s Instruction No. 51/2021	An employee who does not comply with the DCJ COVID-19 Vaccination Policy, will be required to take their own leave, or where all personal leave is exhausted, Leave Without Pay (LWOP) until contacted by DCJ.\nEmployees will not be able to access sick leave or COVID-19 Special Leave when directed to take leave as part of the non-compliance process.	Corrective Services Commissioner								Corrective Services Commissioner's Instructions	NSWEDCJT100	
96	NSW	Department of Communities and Justice (DCJ) COVID-19 Vaccination Policy	Employment	Third Party Providers, Contractors and Visitors entering CSNSW locations and privately managed correctional centres		2021-10-28	2021-11-08	2022-05-19	COVID-19 management and\nvaccination policy for DCJ service\nproviders updated			203	Must have had 2 doses of a COVID vaccine by 8/11/21\nMust provide evidence if requested		CSNSW Commissioner’s Instruction No. 53/2021	Required action if a person fails to meet\nentry criteria Any person who refuses: to be temperature checked or undertake RAS testing; answer any screening questions; or provide evidence of vaccination status; is to be refused entry to the location.	Corrective Services Commissioner								Corrective Services Commissioner's Instructions	NSWECRFT200	
97	NSW	Department of Communities and Justice (DCJ) COVID-19 Vaccination Policy	Employment	Inmate sweepers working in identified RED ZONE areas		2021-11-03	2021-11-12	2022-05-19	COVID-19 management and\nvaccination policy for DCJ service\nproviders updated			197	Must have had 2 doses of a COVID vaccine\nMust provide evidence if requested		CSNSW Commissioner’s Instruction No. 57/2021	Any non-compliance to the local and additional COVID-19 rules and requirements, wil result in the RED ZONE sweeper no longer being employed in that function.\n	Corrective Services Commissioner								Corrective Services Commissioner's Instructions	NSWECRFT200	
98	NSW	Department of Communities and Justice (DCJ) COVID-19 Vaccination Policy	Public Space	in person visits to correctional centres and transitional centres		2021-11-25	2021-11-29	2022-05-19	COVID-19 management and\nvaccination policy for DCJ service\nproviders updated			175	Inmates and visitors including any children, must be double vaccinated at least two weeks before the date of the visit\n• Visitors must display proof of vaccination status during screening prior to the visit\n• Permissible contact is a short embrace at the beginning and end of the\nvisit. Physical distancing applies at all other times. Children are to remain with the visitor parent/carer. Playgrounds wil remain closed at this time	A positive COVID-19 inmate, an inmate who is quarantine or clinical isolation, or who is not double vaccinated, is not eligible for an in-person visit.\nAny visitor with a medical contraindication or exemption will not be permitted entry at this time.	CSNSW Commissioner’s Instruction No. 58/2021	Existing processes wil apply to restrictions or prohibitions for visits. Failure to adhere to the requirements set out in this Commissioner's Instruction may result ni restrictions or prohibitions being imposed on an inmate or visitor by local authorised officers.	Corrective Services Commissioner								Corrective Services Commissioner's Instructions	NSWPCRF0000	
99	NSW	Department of Communities and Justice (DCJ) COVID-19 Vaccination Policy	Employment	if you work in DCJ locations, such as corporate or policy offices, or work from home. If this is your main work location, but you sometimes go to a frontline office, then the earlier date applies (25/10/21).		2021-10-20	2021-12-01	2022-05-19	COVID-19 management and\nvaccination policy for DCJ service\nproviders updated			211	Dose 1 by 1 December 2021\n• Dose 2 by 17 January 2022 for all DCJ staff.\nStaff must submit their COVID-19 vaccination status and evidence via the ServiceNow / Justice Self Service Portal.	\nThe process to apply for an exceptional circumstance is, the:\n1. Employee must complete an Exceptional Circumstances Form and submit it to their Manager / Supervisor or Manager / Supervisor one-up 2. Manager / Supervisor or Manager / Supervisor one up must send the form to their People (HR) Business partner who will refer it to the COVID-19 Exception Circumstances Review Panel\n3. The review panel, led by the People Branch, and consisting of a People Director, People Business Partner and Executive from the employee’s division, will review the submission in partnership with any other relevant subject matter experts and determine the outcome\n4. The outcome will be communicated to the Manager/Supervisor for further discussion and action with the employee.	CSNSW\nCommissioner’s Instruction No. 51/2021	An employee who does not comply with the DCJ COVID-19 Vaccination Policy, will be required to take their own leave, or where all personal leave is exhausted, Leave Without Pay (LWOP) until contacted by DCJ.\nEmployees will not be able to access sick leave or COVID-19 Special Leave when directed to take leave as part of the non-compliance process.	Corrective Services Commissioner								Corrective Services Commissioner's Instructions	NSWEDCJT200	
100	NSW	Department of Creative Industries, Tourism, Hospitality and Sport COVID Vaccination Policy	Employment	employees of the Department of Creative Industries, Tourism, Hospitality and Sport		2022-11-01		2022-11-30		the document has been revised in Nov 2022 and Nov 2023 which indicates a mandate may have been in effect during that time		29	Category A are employees who work with people or in environments where the risk of transmission and the risk to those contracting the virus is high. This includes those employees that work in the field, have regular contact with external stakeholders, or work with vulnerable people and communities.\nCategory B are employees who work in the back office and have low level contact with external stakeholders.	N/A	N/A	N/A	Department of Creative Industries, Tourism, Hospitality and Sport 							I can only find the current version which strongly recommends taking the vaccine. However, the document has been revised in Nov 2022 and Nov 2023 which could indicate a mandate being in effect during that time	Department of Creative Industries, Tourism, Hospitality and Sport Vaccination Policy Webpage https://www.nsw.gov.au/enterprise-investment-trade/policy/covid-vaccination 		
101	VIC	COVID-19 Mandatory Vaccination (Workers) Directions	Employment		2021-10-01	2021-10-07	2021-10-22	2021-10-21	Wasn't included in the next available direction found - COVID-19 Mandatory Vaccination (Workers) Directions\n(No 5)			20	From 15/10/21, employees must provide vaccination information including bookings to receive doses\nFirst dose by 22/10/21\nSecond dose by 26/11/22 in order to work outside their place of residence	if a worker has a booking to receive, by the first dose deadline, they are exempted\nThe exceptional circumstances are:\n(a) a worker is required to perform work or duties that is or are necessary to provide for urgent specialist clinical or medical care due to an emergency situation or a critical unforeseen circumstance; or (b) a worker is required to fill a vacancy to provide urgent care, to maintain quality of care and/or to continue essential operations due to an emergency situation or a critical unforeseen circumstance; or a worker is required to respond to an emergency; or (d) a worker is required to perform urgent and essential work to protect\nthe health and safety of workers or members of the public, or to protect assets and infrastructure; or (e) an education worker that is required to: (i) carry out assessments of an oral or performance examination; or (ii) work as a venue coordinator for those examinations.	COVID-19 Mandatory Vaccination (Workers) Directions	A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.\nIn the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.\nGiving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.	Minister for Health								Pandemic Order	VICEOTHT330	
102	VIC	Open Premises Directions	Public Space	education premises			2021-10-21	2021-12-15	Requirement removed before 15/12/2021 as it's not in the new order			55	NOT A MANDATE\nstudents must only attend onsite education in metropolitan Vic for a specified number of days according to their year group. \nPre-primary: 3 days a week \nY1&2: 2 days per week \nY3-6, 8-10: 2 days per week with face masks \nY7, 11, 12: 5 days per week with face masks 	Exemptions include access to bathrooms, severe weather, education and childcare services, public event framework; emegency use and opeations; 12/4/22 added: state or federal elections\na worker is required to perform work or duties that is or are necessary to provide for urgent specialist clinical or medical care due to an emergency situation or a critical unforeseen circumstance; or a worker is required to fill a vacancy to provide urgent care, to maintain quality of care and/or to continue essential operations due to an emergency situation or a critical unforeseen circumstance; or\na worker is required to respond to an emergency; or\na worker is required to perform urgent and essential work to protect the health and safety of workers or members of the public, or to protect assets and infrastructure.	Open Premises Order (No.2)	A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.\nIn the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.\nGiving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.	Minister for Health								Pandemic Order	VICEEDUT200	
103	VIC	COVID-19 Mandatory Vaccination (General Workers) Directions	Employment	indoor and outdoor spaces		2021-10-29	2021-10-29	2021-12-15	COVID-19 Mandatory Vaccination (General Workers) Directions (No\n3) revoked by Pandemic COVID-19 Mandatory Vaccination (General\nWorkers) Order 2021 (No. 1). which didn't include this mandate			47	the employer must not permit the number of persons in an indoor space or an\noutdoor space at the premises to exceed the density quotient (2 sq metres).	If the premises is an open premises or a specified facility\nWorkers that are under 12 years of age, under another vaccine mandate direction or Commonwealth employees, members of State Parliament and religious workers who are not covered by this Order.\nif the person holds acceptable certification\nfrom a medical practitioner that the person is unable to receive a dose, or a further dose, of a COVID-19 vaccine due to:\n(a) a medical contraindication; or\n(b) an acute medical illness (including where the person has been diagnosed with SARS-CoV-2).	COVID-19 Mandatory Vaccination (General Workers)\nDirections\nPandemic COVID-19 Mandatory Vaccination\n(General Workers) Order 2021 (No. 1)	A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.\nIn the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.\nGiving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.	Minister for Health								Pandemic Order	VICPIRG0000	
104	VIC	Open Premises Directions	Public Space	animal premises				2021-12-15	Requirememnt removed before 5/12/2021 as it's not in the new order				visitors must be fully vaccinated and 18 or above to access open premises in Metropolitan Melbourne and\nRegional Victoria\n15/12/21: changed to all of VIC\n6/1/22: workers above 12 years and 2 months of age must be fully vaccinate	Exemptions include access to bathrooms, severe weather, education and childcare services, public event framework; emegency use and opeations; 12/4/22 added: state or federal elections\na worker is required to perform work or duties that is or are necessary to provide for urgent specialist clinical or medical care due to an emergency situation or a critical unforeseen circumstance; or a worker is required to fill a vacancy to provide urgent care, to maintain quality of care and/or to continue essential operations due to an emergency situation or a critical unforeseen circumstance; or\na worker is required to respond to an emergency; or\na worker is required to perform urgent and essential work to protect the health and safety of workers or members of the public, or to protect assets and infrastructure.	Open Premises Order (No.2)	A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.\nIn the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.\nGiving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.	Minister for Health							[Source date unresolved: VIC!A5 / announcement_date]\n70% easing of restrictions 16/09/2021\n\n[Source date unresolved: VIC!C5 / enforcement_date]\nEarlier than 17/09/2021\n\n23/10/2021	Pandemic Order	VICPOTHT3000	
105	VIC	Open Premises Directions	Public Space	childcare or early\nchildhood premises				2021-12-15	Requirememnt removed before 5/12/2021 as it's not in the new order				workers and visitors must be fully vaccinated and 18 or above to access open premises in Metropolitan Melbourne and\nRegional Victoria	Exemptions include access to bathrooms, severe weather, education and childcare services, public event framework; emegency use and opeations; 12/4/22 added: state or federal elections\na worker is required to perform work or duties that is or are necessary to provide for urgent specialist clinical or medical care due to an emergency situation or a critical unforeseen circumstance; or a worker is required to fill a vacancy to provide urgent care, to maintain quality of care and/or to continue essential operations due to an emergency situation or a critical unforeseen circumstance; or\na worker is required to respond to an emergency; or\na worker is required to perform urgent and essential work to protect the health and safety of workers or members of the public, or to protect assets and infrastructure.	Open Premises Order (No.2)	A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.\nIn the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.\nGiving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.	Minister for Health							[Source date unresolved: VIC!A6 / announcement_date]\n70% easing of restrictions 16/09/2024\n\n[Source date unresolved: VIC!C6 / enforcement_date]\nEarlier than 17/09/2021\n\n23/10/2024	Pandemic Order	VICPECF0000	
106	VIC	Open Premises Directions	Public Space	funeral parlours and\ncrematoriums				2021-12-15	Requirememnt removed before 5/12/2021 as it's not in the new order				workers and visitors must be fully vaccinated and 18 or above to access open premises in Metropolitan Melbourne and\nRegional Victoria\n	Do not apply if the metropolitan premises is within the density quotient (4 sq metres); and does not permit the total number of patrons in all of the indoor spaces at the premises to exceed 10; and\n(c) does not permit the total number of patrons in all of the outdoor spaces at the premises to exceed 20.\nfor regional it's to exceed the density quotient (4 sq metres); and (b) does not permit the total number of patrons at the whole of the premises at any time to exceed the lesser of:\n(i) the density quotient (4 sq metres); or (ii) 20.\nExemptions include access to bathrooms, severe weather, education and childcare services, public event framework; emegency use and opeations\na worker is required to perform work or duties that is or are necessary to provide for urgent specialist clinical or medical care due to an emergency situation or a critical unforeseen circumstance; or a worker is required to fill a vacancy to provide urgent care, to maintain quality of care and/or to continue essential operations due to an emergency situation or a critical unforeseen circumstance; or\na worker is required to respond to an emergency; or\na worker is required to perform urgent and essential work to protect the health and safety of workers or members of the public, or to protect assets and infrastructure.	Open Premises Order (No.2)	A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.\nIn the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.\nGiving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.	Minister for Health							[Source date unresolved: VIC!A7 / announcement_date]\n70% easing of restrictions 16/09/2029\n\n[Source date unresolved: VIC!C7 / enforcement_date]\nEarlier than 17/09/2021\n\n23/10/2029	Pandemic Order	VICPOTHT800	
107	VIC	Open Premises Directions	Public Space	general retail\npremises				2021-12-15	Requirememnt removed before 5/12/2021 as it's not in the new order				workers and visitors must be fully vaccinated and 18 or above to access open premises in Metropolitan Melbourne and\nRegional Victoria\n	Exemptions include access to bathrooms, severe weather, education and childcare services, public event framework; emegency use and opeations\na worker is required to perform work or duties that is or are necessary to provide for urgent specialist clinical or medical care due to an emergency situation or a critical unforeseen circumstance; or a worker is required to fill a vacancy to provide urgent care, to maintain quality of care and/or to continue essential operations due to an emergency situation or a critical unforeseen circumstance; or\na worker is required to respond to an emergency; or\na worker is required to perform urgent and essential work to protect the health and safety of workers or members of the public, or to protect assets and infrastructure.	Open Premises Order (No.2)	A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.\nIn the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.\nGiving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.	Minister for Health							[Source date unresolved: VIC!A8 / announcement_date]\n70% easing of restrictions 16/09/2031\n\n[Source date unresolved: VIC!C8 / enforcement_date]\nEarlier than 17/09/2021\n\n23/10/2031	Pandemic Order	VICPOTHT110	
108	VIC	Open Premises Directions	Public Space	large rehearsal\ntheatre				2021-12-15	Requirememnt removed before 5/12/2021 as it's not in the new order				workers and visitors must be fully vaccinated and 18 or above to access open premises in Metropolitan Melbourne and\nRegional Victoria	Exemptions include access to bathrooms, severe weather, education and childcare services, public event framework; emegency use and opeations\na worker is required to perform work or duties that is or are necessary to provide for urgent specialist clinical or medical care due to an emergency situation or a critical unforeseen circumstance; or a worker is required to fill a vacancy to provide urgent care, to maintain quality of care and/or to continue essential operations due to an emergency situation or a critical unforeseen circumstance; or\na worker is required to respond to an emergency; or\na worker is required to perform urgent and essential work to protect the health and safety of workers or members of the public, or to protect assets and infrastructure.	Open Premises Order (No.2)	A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.\nIn the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.\nGiving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.	Minister for Health							[Source date unresolved: VIC!A9 / announcement_date]\n70% easing of restrictions 16/09/2033\n\n[Source date unresolved: VIC!C9 / enforcement_date]\nEarlier than 17/09/2021\n\n23/10/2033	Pandemic Order		
109	VIC	Open Premises Directions	Public Space	places of worship 				2021-12-15	Requirememnt removed before 5/12/2021 as it's not in the new order				workers and visitors must be fully vaccinated and 18 or above to access open premises in Metropolitan Melbourne and\nRegional Victoria\nLower patron limits for unvaccinated operations	Exception for essential public support services and broadcasting\nExemptions include access to bathrooms, severe weather, education and childcare services, public event framework; emegency use and opeations\na worker is required to perform work or duties that is or are necessary to provide for urgent specialist clinical or medical care due to an emergency situation or a critical unforeseen circumstance; or a worker is required to fill a vacancy to provide urgent care, to maintain quality of care and/or to continue essential operations due to an emergency situation or a critical unforeseen circumstance; or\na worker is required to respond to an emergency; or\na worker is required to perform urgent and essential work to protect the health and safety of workers or members of the public, or to protect assets and infrastructure.	Open Premises Order (No.2)	A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.\nIn the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.\nGiving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.	Minister for Health							[Source date unresolved: VIC!A10 / announcement_date]\n70% easing of restrictions 16/09/2035\n\n[Source date unresolved: VIC!C10 / enforcement_date]\nEarlier than 17/09/2021\n\n23/10/2035	Pandemic Order	VICPOTHT130	
110	VIC	Open Premises Directions	Public Space	real estate premises				2021-12-15	Requirememnt removed before 5/12/2021 as it's not in the new order				workers and visitors must be fully vaccinated and 18 or above to access\nan auction conducted in either Metropolitan Melbourne or Regional\nVictoria; or an inspection conducted in Regional Victoria.\nLower patron limit for unvaccinated patrons in Regional VIC	Exemptions include access to bathrooms, severe weather, education and childcare services, public event framework; emegency use and opeations; 12/4/22 added: state or federal elections\na worker is required to perform work or duties that is or are necessary to provide for urgent specialist clinical or medical care due to an emergency situation or a critical unforeseen circumstance; or a worker is required to fill a vacancy to provide urgent care, to maintain quality of care and/or to continue essential operations due to an emergency situation or a critical unforeseen circumstance; or\na worker is required to respond to an emergency; or\na worker is required to perform urgent and essential work to protect the health and safety of workers or members of the public, or to protect assets and infrastructure.	Open Premises Order (No.2)	A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.\nIn the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.\nGiving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.	Minister for Health							[Source date unresolved: VIC!A11 / announcement_date]\n70% easing of restrictions 16/09/2036\n\n[Source date unresolved: VIC!C11 / enforcement_date]\nEarlier than 17/09/2021\n\n23/10/2036	Pandemic Order	VICPOTHT140	
